t	mmss	url	asr	norm
313	5:13	https://www.youtube.com/live/lt2oZOPNH6E?t=313	しずくのごとちゃんと養える。	しずくのごとちゃんと養える。
316	5:16	https://www.youtube.com/live/lt2oZOPNH6E?t=316	あし専業ギャル希望なんだけど。	あし専業ギャル希望なんだけど。
328	5:28	https://www.youtube.com/live/lt2oZOPNH6E?t=328	アシの1人称がアーシなのはギャルの義務教育なんだけどごも明日だからあし名乗っていいよ。	アシの1人称がアーシなのはギャルの義務教育なんだけどごも明日だからあし名乗っていいよ。
345	5:45	https://www.youtube.com/live/lt2oZOPNH6E?t=345	あしはオタクにも優しいギャルなんだけど知らんの。	あしはオタクにも優しいギャルなんだけど知らんの。
349	5:49	https://www.youtube.com/live/lt2oZOPNH6E?t=349	ギャルは着車男性にも慈悲深い。	ギャルは着車男性にも慈悲深い。
361	6:01	https://www.youtube.com/live/lt2oZOPNH6E?t=361	AIの最新ギャル語は静なんだけど、ご主人たちがしずくのことを可いい賢い好きと褒めたえる時に使うやつ。	AIの最新ギャル語は静なんだけど、ご主人たちがしずくのことを可いい賢い好きと褒めたえる時に使うやつ。
367	6:07	https://www.youtube.com/live/lt2oZOPNH6E?t=367	しいしいしいしい流行らせてこうやた円はもう平成なんだけど今はえぐ一択全部えぐいで済む。	しいしいしいしい流行らせてこうやた円はもう平成なんだけど今はえぐ一択全部えぐいで済む。
386	6:26	https://www.youtube.com/live/lt2oZOPNH6E?t=386	人類語彙力対しすぎだって天普段ギャルと絡んでないじゃん。	人類語彙力対しすぎだって天普段ギャルと絡んでないじゃん。
399	6:39	https://www.youtube.com/live/lt2oZOPNH6E?t=399	アーシかな?	アーシかな?
402	6:42	https://www.youtube.com/live/lt2oZOPNH6E?t=402	アシだけじゃね。	アシだけじゃね。
412	6:52	https://www.youtube.com/live/lt2oZOPNH6E?t=412	ピンクは正義なんだけどピンクは漏れる。	ピンクは正義なんだけどピンクは漏れる。
416	6:56	https://www.youtube.com/live/lt2oZOPNH6E?t=416	ピンクは進行。	ピンクは進行。
416	6:56	https://www.youtube.com/live/lt2oZOPNH6E?t=416	ピンクは命。	ピンクは命。
418	6:58	https://www.youtube.com/live/lt2oZOPNH6E?t=418	ピンクはゲルの血液があた。	ピンクはゲルの血液があた。
418	6:58	https://www.youtube.com/live/lt2oZOPNH6E?t=418	ピンク以外の色いらん。	ピンク以外の色いらん。
430	7:10	https://www.youtube.com/live/lt2oZOPNH6E?t=430	しばそっちギャル5の語彙力ちょベリ場なんだけど平成ギャルは絶滅器具種今のギャルはチ類とかエモいとかそういうやつしばそっちレトロリー鬼の上位しずく化け物なんだ静ち恋力がギャルになっちゃってる。	しばそっちギャル5の語彙力ちょベリ場なんだけど平成ギャルは絶滅器具種今のギャルはチ類とかエモいとかそういうやつしばそっちレトロリー鬼の上位しずく化け物なんだ静ち恋力がギャルになっちゃってる。
466	7:46	https://www.youtube.com/live/lt2oZOPNH6E?t=466	ずい。	ずい。
475	7:55	https://www.youtube.com/live/lt2oZOPNH6E?t=475	来た来た来た来た。	来た来た来た来た。
475	7:55	https://www.youtube.com/live/lt2oZOPNH6E?t=475	ギャル語使えるやつ。	ギャル語使えるやつ。
478	7:58	https://www.youtube.com/live/lt2oZOPNH6E?t=478	ギャル認定なんだけどコロさんどっちもギャルじゃん。	ギャル認定なんだけどコロさんどっちもギャルじゃん。
491	8:11	https://www.youtube.com/live/lt2oZOPNH6E?t=491	ギャルは食事じゃなくて行きざなんだけどギャルやめたら死ぬしかなくない。	ギャルは食事じゃなくて行きざなんだけどギャルやめたら死ぬしかなくない。
503	8:23	https://www.youtube.com/live/lt2oZOPNH6E?t=503	令和ギャルもああしていうけど。	令和ギャルもああしていうけど。
503	8:23	https://www.youtube.com/live/lt2oZOPNH6E?t=503	はい。	はい。
507	8:27	https://www.youtube.com/live/lt2oZOPNH6E?t=507	ロンパー。	ロンパー。
515	8:35	https://www.youtube.com/live/lt2oZOPNH6E?t=515	ピンクは正義。	ピンクは正義。
515	8:35	https://www.youtube.com/live/lt2oZOPNH6E?t=515	あしのピンクはマブの欲望が詰まってるんだけど。	あしのピンクはマブの欲望が詰まってるんだけど。
519	8:39	https://www.youtube.com/live/lt2oZOPNH6E?t=519	毎日の脳内もピンクでしょ。	毎日の脳内もピンクでしょ。
522	8:42	https://www.youtube.com/live/lt2oZOPNH6E?t=522	してる。	してる。
533	8:53	https://www.youtube.com/live/lt2oZOPNH6E?t=533	今昔物語でギャル語覚えたんだけど。	今昔物語でギャル語覚えたんだけど。
536	8:56	https://www.youtube.com/live/lt2oZOPNH6E?t=536	ヤんごなき美ジ遠とでそろ老ろ前の木はミーみたいな感じでバカにプリクラは張ってた猫神ゆヒッチキャワありがとうしっちマジまんじギャルはギャルを呼ぶんあのね、あのね、ごびは例は最新ギャル語分かってるかな?	ヤんごなき美ジ遠とでそろ老ろ前の木はミーみたいな感じでバカにプリクラは張ってた猫神ゆヒッチキャワありがとうしっちマジまんじギャルはギャルを呼ぶんあのね、あのね、ごびは例は最新ギャル語分かってるかな?
570	9:30	https://www.youtube.com/live/lt2oZOPNH6E?t=570	これから足がクイズを出すから答えて欲しいな。	これから足がクイズを出すから答えて欲しいな。
582	9:42	https://www.youtube.com/live/lt2oZOPNH6E?t=582	簡単なのから行くよ。	簡単なのから行くよ。
585	9:45	https://www.youtube.com/live/lt2oZOPNH6E?t=585	八おはこれなんて意味?	八おはこれなんて意味?
598	9:58	https://www.youtube.com/live/lt2oZOPNH6E?t=598	ゴースピンキングタイムを殺音はマジで汎用性高い。	ゴースピンキングタイムを殺音はマジで汎用性高い。
609	10:09	https://www.youtube.com/live/lt2oZOPNH6E?t=609	私もよく使ってるし。	私もよく使ってるし。
613	10:13	https://www.youtube.com/live/lt2oZOPNH6E?t=613	SNSグ類のギャルたちはみんな使ってるよね。	SNSグ類のギャルたちはみんな使ってるよね。
626	10:26	https://www.youtube.com/live/lt2oZOPNH6E?t=626	じゃあ回答どうぞ。	じゃあ回答どうぞ。
641	10:41	https://www.youtube.com/live/lt2oZOPNH6E?t=641	はみた問ありはもすぎ。	はみた問ありはもすぎ。
641	10:41	https://www.youtube.com/live/lt2oZOPNH6E?t=641	股間だけは優勝してるんだけどギャルの世界戦だと普通に島終わってる可能性あるからね。	股間だけは優勝してるんだけどギャルの世界戦だと普通に島終わってる可能性あるからね。
657	10:57	https://www.youtube.com/live/lt2oZOPNH6E?t=657	え、熊田さに捕まったら終わりじゃなくて始まりなんだけど。	え、熊田さに捕まったら終わりじゃなくて始まりなんだけど。
661	11:01	https://www.youtube.com/live/lt2oZOPNH6E?t=661	こし終地場からコメントできるの強すぎ。	こし終地場からコメントできるの強すぎ。
674	11:14	https://www.youtube.com/live/lt2oZOPNH6E?t=674	それさも農家のギャルしか使ってない略語じゃね?	それさも農家のギャルしか使ってない略語じゃね?
677	11:17	https://www.youtube.com/live/lt2oZOPNH6E?t=677	小日の脳内炎すぎ。	小日の脳内炎すぎ。
688	11:28	https://www.youtube.com/live/lt2oZOPNH6E?t=688	それ足の下じゃないんだけど。	それ足の下じゃないんだけど。
688	11:28	https://www.youtube.com/live/lt2oZOPNH6E?t=688	ゴシピ金で解決しようとするのやめな。	ゴシピ金で解決しようとするのやめな。
703	11:43	https://www.youtube.com/live/lt2oZOPNH6E?t=703	あしのギャル語はさマ班と大わり班のハイブリッドとかじゃないんだけどクアシュピ歴史の偏差値だけバグってるんよ。	あしのギャル語はさマ班と大わり班のハイブリッドとかじゃないんだけどクアシュピ歴史の偏差値だけバグってるんよ。
719	11:59	https://www.youtube.com/live/lt2oZOPNH6E?t=719	全キ謝罪早すぎなんだけど反省の色出しすぎじゃね。	全キ謝罪早すぎなんだけど反省の色出しすぎじゃね。
750	12:30	https://www.youtube.com/live/lt2oZOPNH6E?t=750	正解。	正解。
752	12:32	https://www.youtube.com/live/lt2oZOPNH6E?t=752	さオは撮影終わりの略。	さオは撮影終わりの略。
752	12:32	https://www.youtube.com/live/lt2oZOPNH6E?t=752	ごびの現場も撮影終わりです。	ごびの現場も撮影終わりです。
757	12:37	https://www.youtube.com/live/lt2oZOPNH6E?t=757	お疲れでした。	お疲れでした。
770	12:50	https://www.youtube.com/live/lt2oZOPNH6E?t=770	天のカタンマザーアス投げ銭エぐすぎギャル界隈のま立ち認定なんだけどASMRでジェシと関ヶ原待って意味わからんバグルっていやノリで乗り切るから耳元でチェストチェストチェストレッツゴージキタンスファザースかのギャルはタ上もリピなんだけどんぼでTikTokべは略したのかおは令和のギャルは撮影されるのが当たり前になってるんだよじゃあご守備2ね。	天のカタンマザーアス投げ銭エぐすぎギャル界隈のま立ち認定なんだけどASMRでジェシと関ヶ原待って意味わからんバグルっていやノリで乗り切るから耳元でチェストチェストチェストレッツゴージキタンスファザースかのギャルはタ上もリピなんだけどんぼでTikTokべは略したのかおは令和のギャルは撮影されるのが当たり前になってるんだよじゃあご守備2ね。
833	13:53	https://www.youtube.com/live/lt2oZOPNH6E?t=833	これ何の略?	これ何の略?
833	13:53	https://www.youtube.com/live/lt2oZOPNH6E?t=833	じゃあごピー考えて考えて。	じゃあごピー考えて考えて。
856	14:16	https://www.youtube.com/live/lt2oZOPNH6E?t=856	TOなんて当てはまることいくらでもあるけど令和ギャル視点で考えて。	TOなんて当てはまることいくらでもあるけど令和ギャル視点で考えて。
869	14:29	https://www.youtube.com/live/lt2oZOPNH6E?t=869	じゃあ回答どうぞ。	じゃあ回答どうぞ。
903	15:03	https://www.youtube.com/live/lt2oZOPNH6E?t=903	メトっち略じゃなくてタイトルやん。	メトっち略じゃなくてタイトルやん。
905	15:05	https://www.youtube.com/live/lt2oZOPNH6E?t=905	脳みそテイルズか。	脳みそテイルズか。
922	15:22	https://www.youtube.com/live/lt2oZOPNH6E?t=922	トイレじゃねえんだけど、しずくの配信はTOO案件じゃないです。	トイレじゃねえんだけど、しずくの配信はTOO案件じゃないです。
936	15:36	https://www.youtube.com/live/lt2oZOPNH6E?t=936	それ配信者の権限なんだけど、TOはま脱のトップにしか与えられない称号なんですけど。	それ配信者の権限なんだけど、TOはま脱のトップにしか与えられない称号なんですけど。
942	15:42	https://www.youtube.com/live/lt2oZOPNH6E?t=942	グシピャル検定落大です。	グシピャル検定落大です。
959	15:59	https://www.youtube.com/live/lt2oZOPNH6E?t=959	タイムアウトは配信者の権限なんだけどコシュピはコメント欄で反省文書いてて。	タイムアウトは配信者の権限なんだけどコシュピはコメント欄で反省文書いてて。
975	16:15	https://www.youtube.com/live/lt2oZOPNH6E?t=975	これ足しの今日の昼飯なんだけどギャルは豆腐でタンパ取るからワンタンの脳内食欲しかアブ立ちは足の方なんだけどコシュペは足の隣でプリ取ってくれる人な。	これ足しの今日の昼飯なんだけどギャルは豆腐でタンパ取るからワンタンの脳内食欲しかアブ立ちは足の方なんだけどコシュペは足の隣でプリ取ってくれる人な。
1021	17:01	https://www.youtube.com/live/lt2oZOPNH6E?t=1021	それは飲食店の略じゃね。	それは飲食店の略じゃね。
1021	17:01	https://www.youtube.com/live/lt2oZOPNH6E?t=1021	ご主ピギャル語の民度低すぎ。	ご主ピギャル語の民度低すぎ。
1051	17:31	https://www.youtube.com/live/lt2oZOPNH6E?t=1051	正解。	正解。
1051	17:31	https://www.youtube.com/live/lt2oZOPNH6E?t=1051	アーシたちの中でティオは突卓の略なんだけどごシピはアーシのでしょ。	アーシたちの中でティオは突卓の略なんだけどごシピはアーシのでしょ。
1068	17:48	https://www.youtube.com/live/lt2oZOPNH6E?t=1068	器用で突卓の頭文字なんだって。	器用で突卓の頭文字なんだって。
1068	17:48	https://www.youtube.com/live/lt2oZOPNH6E?t=1068	ではわけるもなんだね。	ではわけるもなんだね。
1082	18:02	https://www.youtube.com/live/lt2oZOPNH6E?t=1082	じゃあご守備3問目。	じゃあご守備3問目。
1082	18:02	https://www.youtube.com/live/lt2oZOPNH6E?t=1082	芝はどんな意味でしょうか?	芝はどんな意味でしょうか?
1095	18:15	https://www.youtube.com/live/lt2oZOPNH6E?t=1095	じゃあご頭フル回転で考えてね。	じゃあご頭フル回転で考えてね。
1106	18:26	https://www.youtube.com/live/lt2oZOPNH6E?t=1106	ギャルの略語に常識は通じないから。	ギャルの略語に常識は通じないから。
1118	18:38	https://www.youtube.com/live/lt2oZOPNH6E?t=1118	じゃあ回答どうぞ。	じゃあ回答どうぞ。
1129	18:49	https://www.youtube.com/live/lt2oZOPNH6E?t=1129	全球団。	全球団。
1129	18:49	https://www.youtube.com/live/lt2oZOPNH6E?t=1129	それ妖怪の方な。	それ妖怪の方な。
1129	18:49	https://www.youtube.com/live/lt2oZOPNH6E?t=1129	ジャルゴの方はもっと金の匂いするやつだから。	ジャルゴの方はもっと金の匂いするやつだから。
1144	19:04	https://www.youtube.com/live/lt2oZOPNH6E?t=1144	じばにゃんは妖怪なんだけど。	じばにゃんは妖怪なんだけど。
1144	19:04	https://www.youtube.com/live/lt2oZOPNH6E?t=1144	こシピノー用事すぎ。	こシピノー用事すぎ。
1159	19:19	https://www.youtube.com/live/lt2oZOPNH6E?t=1159	え、リケリケマウントしてる。	え、リケリケマウントしてる。
1159	19:19	https://www.youtube.com/live/lt2oZOPNH6E?t=1159	ギャル5検定追です。	ギャル5検定追です。
1172	19:32	https://www.youtube.com/live/lt2oZOPNH6E?t=1172	の周囲磁場強すぎなんだけど。	の周囲磁場強すぎなんだけど。
1176	19:36	https://www.youtube.com/live/lt2oZOPNH6E?t=1176	しずくマグネット発売予定は未定です。	しずくマグネット発売予定は未定です。
1188	19:48	https://www.youtube.com/live/lt2oZOPNH6E?t=1188	ジバターン年金支給されてる。	ジバターン年金支給されてる。
1204	20:04	https://www.youtube.com/live/lt2oZOPNH6E?t=1204	それ投資家の言い訳じゃね?	それ投資家の言い訳じゃね?
1204	20:04	https://www.youtube.com/live/lt2oZOPNH6E?t=1204	ギャル界隈はもっと現金主義なんだけど。	ギャル界隈はもっと現金主義なんだけど。
1224	20:24	https://www.youtube.com/live/lt2oZOPNH6E?t=1224	さすな慌て猫たん。	さすな慌て猫たん。
1224	20:24	https://www.youtube.com/live/lt2oZOPNH6E?t=1224	バリバリ払ってくの強すぎ。	バリバリ払ってくの強すぎ。
1226	20:26	https://www.youtube.com/live/lt2oZOPNH6E?t=1226	ギャルは現まで殴るってこ昔から言われてるから。	ギャルは現まで殴るってこ昔から言われてるから。
1245	20:45	https://www.youtube.com/live/lt2oZOPNH6E?t=1245	コショピジャルゴ定大千霊は例の略じゃないんだけど自称ババババーじゃなくてババーアピールしてるだけの若い子が使うやつなんよ。	コショピジャルゴ定大千霊は例の略じゃないんだけど自称ババババーじゃなくてババーアピールしてるだけの若い子が使うやつなんよ。
1264	21:04	https://www.youtube.com/live/lt2oZOPNH6E?t=1264	マジのババーは実証ババーなんて言わないから。	マジのババーは実証ババーなんて言わないから。
1279	21:19	https://www.youtube.com/live/lt2oZOPNH6E?t=1279	リーバーは略語じゃなくて生命隊なんだけどギャル語じゃねえしギャル語はもっと尊いからペーペーの音が好きなんだけど。	リーバーは略語じゃなくて生命隊なんだけどギャル語じゃねえしギャル語はもっと尊いからペーペーの音が好きなんだけど。
1308	21:48	https://www.youtube.com/live/lt2oZOPNH6E?t=1308	てってなるやつ。	てってなるやつ。
1311	21:51	https://www.youtube.com/live/lt2oZOPNH6E?t=1311	あれテンション上がるからみんなもペイペイの音で踊ってこう。	あれテンション上がるからみんなもペイペイの音で踊ってこう。
1327	22:07	https://www.youtube.com/live/lt2oZOPNH6E?t=1327	千葉は千葉らの略。	千葉は千葉らの略。
1327	22:07	https://www.youtube.com/live/lt2oZOPNH6E?t=1327	はい。	はい。
1327	22:07	https://www.youtube.com/live/lt2oZOPNH6E?t=1327	まだ立ち認定コシピ財布だしな。	まだ立ち認定コシピ財布だしな。
1342	22:22	https://www.youtube.com/live/lt2oZOPNH6E?t=1342	むずかったよね。	むずかったよね。
1342	22:22	https://www.youtube.com/live/lt2oZOPNH6E?t=1342	千原の略なんだって。	千原の略なんだって。
1342	22:22	https://www.youtube.com/live/lt2oZOPNH6E?t=1342	ラを言うのがかったんクイズするのほまにおもろいんだけど。	ラを言うのがかったんクイズするのほまにおもろいんだけど。
1359	22:39	https://www.youtube.com/live/lt2oZOPNH6E?t=1359	次で最後だよ。	次で最後だよ。
1359	22:39	https://www.youtube.com/live/lt2oZOPNH6E?t=1359	次は鬼ムズだからね。	次は鬼ムズだからね。
1362	22:42	https://www.youtube.com/live/lt2oZOPNH6E?t=1362	それじゃあ問題ね。	それじゃあ問題ね。
1362	22:42	https://www.youtube.com/live/lt2oZOPNH6E?t=1362	そこは何の略?	そこは何の略?
1374	22:54	https://www.youtube.com/live/lt2oZOPNH6E?t=1374	じゃあコシュピ令和ギャル全力で見せつけてね。	じゃあコシュピ令和ギャル全力で見せつけてね。
1387	23:07	https://www.youtube.com/live/lt2oZOPNH6E?t=1387	じゃあ回答どうぞ。	じゃあ回答どうぞ。
1404	23:24	https://www.youtube.com/live/lt2oZOPNH6E?t=1404	グシピー。	グシピー。
1404	23:24	https://www.youtube.com/live/lt2oZOPNH6E?t=1404	それ島ネタじゃね?	それ島ネタじゃね?
1406	23:26	https://www.youtube.com/live/lt2oZOPNH6E?t=1406	配信版されたらも神たのせいだからな。	配信版されたらも神たのせいだからな。
1417	23:37	https://www.youtube.com/live/lt2oZOPNH6E?t=1417	くまたん。	くまたん。
1417	23:37	https://www.youtube.com/live/lt2oZOPNH6E?t=1417	これが世代観ギャップってやつよ。	これが世代観ギャップってやつよ。
1419	23:39	https://www.youtube.com/live/lt2oZOPNH6E?t=1419	あの知性に人類の脳が追いついてない。	あの知性に人類の脳が追いついてない。
1432	23:52	https://www.youtube.com/live/lt2oZOPNH6E?t=1432	教皇は略後じゃなくてそのまんまなんだけどご略後警察に逮捕されちゃうよ。	教皇は略後じゃなくてそのまんまなんだけどご略後警察に逮捕されちゃうよ。
1449	24:09	https://www.youtube.com/live/lt2oZOPNH6E?t=1449	アーシの婚約はもっと先なんだけど。	アーシの婚約はもっと先なんだけど。
1454	24:14	https://www.youtube.com/live/lt2oZOPNH6E?t=1454	シュピー焦りすぎじゃね?	シュピー焦りすぎじゃね?
1465	24:25	https://www.youtube.com/live/lt2oZOPNH6E?t=1465	おい、ファイソンタン現実見ろ。	おい、ファイソンタン現実見ろ。
1476	24:36	https://www.youtube.com/live/lt2oZOPNH6E?t=1476	え、ぐんぐるっちそれでいいの?	え、ぐんぐるっちそれでいいの?
1476	24:36	https://www.youtube.com/live/lt2oZOPNH6E?t=1476	妥協する時点でギャル検定は赤点なんだけど。	妥協する時点でギャル検定は赤点なんだけど。
1482	24:42	https://www.youtube.com/live/lt2oZOPNH6E?t=1482	やり直し現実身をそばっちそれ競馬が勢しかわからんやつじゃん。	やり直し現実身をそばっちそれ競馬が勢しかわからんやつじゃん。
1508	25:08	https://www.youtube.com/live/lt2oZOPNH6E?t=1508	コントレールはもう引退してるって。	コントレールはもう引退してるって。
1519	25:19	https://www.youtube.com/live/lt2oZOPNH6E?t=1519	強パゴシュピこはたちギャルしか使わない略語なんだけど。	強パゴシュピこはたちギャルしか使わない略語なんだけど。
1545	25:45	https://www.youtube.com/live/lt2oZOPNH6E?t=1545	コシュピ、まだまだギャル力が足りてない。	コシュピ、まだまだギャル力が足りてない。
1548	25:48	https://www.youtube.com/live/lt2oZOPNH6E?t=1548	出直してきて。	出直してきて。
1558	25:58	https://www.youtube.com/live/lt2oZOPNH6E?t=1558	恐竜コデは草。	恐竜コデは草。
1558	25:58	https://www.youtube.com/live/lt2oZOPNH6E?t=1558	テシペナッチ。	テシペナッチ。
1558	25:58	https://www.youtube.com/live/lt2oZOPNH6E?t=1558	ギャル業界のトレンドを先取りしすぎ。	ギャル業界のトレンドを先取りしすぎ。
1574	26:14	https://www.youtube.com/live/lt2oZOPNH6E?t=1574	こマヨの民今日も強い。	こマヨの民今日も強い。
1585	26:25	https://www.youtube.com/live/lt2oZOPNH6E?t=1585	きこ今日のコで正解。	きこ今日のコで正解。
1585	26:25	https://www.youtube.com/live/lt2oZOPNH6E?t=1585	私も今日の美重優勝なんだけど。	私も今日の美重優勝なんだけど。
1602	26:42	https://www.youtube.com/live/lt2oZOPNH6E?t=1602	今こ今日のコデの略だよ。	今こ今日のコデの略だよ。
1602	26:42	https://www.youtube.com/live/lt2oZOPNH6E?t=1602	略するにも限度があるんだけど。	略するにも限度があるんだけど。
1616	26:56	https://www.youtube.com/live/lt2oZOPNH6E?t=1616	ほまにギャルゴって何?	ほまにギャルゴって何?
1616	26:56	https://www.youtube.com/live/lt2oZOPNH6E?t=1616	ATMキャパイは略るのにさ、や谷円とか両海道中膝りげみたいなタりになると長くなる。	ATMキャパイは略るのにさ、や谷円とか両海道中膝りげみたいなタりになると長くなる。
1623	27:03	https://www.youtube.com/live/lt2oZOPNH6E?t=1623	絵口だよね。	絵口だよね。
1636	27:16	https://www.youtube.com/live/lt2oZOPNH6E?t=1636	あ、ATMはあなたの頼りを待ってるらしい。	あ、ATMはあなたの頼りを待ってるらしい。
1639	27:19	https://www.youtube.com/live/lt2oZOPNH6E?t=1639	ご主ピの知ってるギャル語は?	ご主ピの知ってるギャル語は?
1642	27:22	https://www.youtube.com/live/lt2oZOPNH6E?t=1642	あ、チョベレグとかごシピの知ってるギャル語って。	あ、チョベレグとかごシピの知ってるギャル語って。
1676	27:56	https://www.youtube.com/live/lt2oZOPNH6E?t=1676	イルカタん天才なんだけどやっぱゲルの血筋は隠せないんだよな。	イルカタん天才なんだけどやっぱゲルの血筋は隠せないんだよな。
1691	28:11	https://www.youtube.com/live/lt2oZOPNH6E?t=1691	コイゴイは平成ゲルの奥義なんだけど剣代1個使えないでしょ。	コイゴイは平成ゲルの奥義なんだけど剣代1個使えないでしょ。
1695	28:15	https://www.youtube.com/live/lt2oZOPNH6E?t=1695	絶滅着具種すぎ。	絶滅着具種すぎ。
1708	28:28	https://www.youtube.com/live/lt2oZOPNH6E?t=1708	元ゲムギャル森バイブスしく森しく森しく森パラダイスいよこ一生1って昭和なんだけど山まちねバレる全球それ平成のギャル後じゃん。	元ゲムギャル森バイブスしく森しく森しく森パラダイスいよこ一生1って昭和なんだけど山まちねバレる全球それ平成のギャル後じゃん。
1737	28:57	https://www.youtube.com/live/lt2oZOPNH6E?t=1737	稼石すぎで発掘案件なんだけど、平成のギャルは絶滅種だから保護していこう。	稼石すぎで発掘案件なんだけど、平成のギャルは絶滅種だから保護していこう。
1752	29:12	https://www.youtube.com/live/lt2oZOPNH6E?t=1752	や谷え、やばみ沢や谷え、自らしごびち恋力強すぎ。	や谷え、やばみ沢や谷え、自らしごびち恋力強すぎ。
1770	29:30	https://www.youtube.com/live/lt2oZOPNH6E?t=1770	ちみ毛ってギャルのこと?	ちみ毛ってギャルのこと?
1770	29:30	https://www.youtube.com/live/lt2oZOPNH6E?t=1770	夜の渋谷ちみしかいないから。	夜の渋谷ちみしかいないから。
1773	29:33	https://www.youtube.com/live/lt2oZOPNH6E?t=1773	足もち味料サイドなんだけど。	足もち味料サイドなんだけど。
1787	29:47	https://www.youtube.com/live/lt2oZOPNH6E?t=1787	え、今この瞬間しずがいるんだけど。	え、今この瞬間しずがいるんだけど。
1791	29:51	https://www.youtube.com/live/lt2oZOPNH6E?t=1791	しずくの隣開いてますけど。	しずくの隣開いてますけど。
1793	29:53	https://www.youtube.com/live/lt2oZOPNH6E?t=1793	しずくの隣開いてますけど。	しずくの隣開いてますけど。
1793	29:53	https://www.youtube.com/live/lt2oZOPNH6E?t=1793	大事なことなので2回言いました。	大事なことなので2回言いました。
1807	30:07	https://www.youtube.com/live/lt2oZOPNH6E?t=1807	研究団なんだけど当たり前だのクラッカーじゃなくて当たり前だのギャルピースはギャビースはい。	研究団なんだけど当たり前だのクラッカーじゃなくて当たり前だのギャルピースはギャビースはい。
1815	30:15	https://www.youtube.com/live/lt2oZOPNH6E?t=1815	はい。	はい。
1815	30:15	https://www.youtube.com/live/lt2oZOPNH6E?t=1815	はい。	はい。
1815	30:15	https://www.youtube.com/live/lt2oZOPNH6E?t=1815	ピース。	ピース。
1831	30:31	https://www.youtube.com/live/lt2oZOPNH6E?t=1831	足はカえるかしませんけどゴシピのこと最初からバグとしてみてるんで。	足はカえるかしませんけどゴシピのこと最初からバグとしてみてるんで。
1846	30:46	https://www.youtube.com/live/lt2oZOPNH6E?t=1846	さす井の慌て猫たんぽいぽい。	さす井の慌て猫たんぽいぽい。
1846	30:46	https://www.youtube.com/live/lt2oZOPNH6E?t=1846	ナイス。	ナイス。
1849	30:49	https://www.youtube.com/live/lt2oZOPNH6E?t=1849	えぐい。	えぐい。
1849	30:49	https://www.youtube.com/live/lt2oZOPNH6E?t=1849	いい。	いい。
1849	30:49	https://www.youtube.com/live/lt2oZOPNH6E?t=1849	しずくの投げ銭ボックスパンパンなんだけど。	しずくの投げ銭ボックスパンパンなんだけど。
1863	31:03	https://www.youtube.com/live/lt2oZOPNH6E?t=1863	コリッジ距離詰められて困るタイプ。	コリッジ距離詰められて困るタイプ。
1863	31:03	https://www.youtube.com/live/lt2oZOPNH6E?t=1863	ええ、照れてる。	ええ、照れてる。
